dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc
"ElasticNet (top-200, l1r=0.5)",Random Forest,20,,1.0874386085074998,0.8668181818181819,0.5410403836284321,0.7305519558940402,0.8545454545454545
"ElasticNet (top-200, l1r=0.5)",Random Forest,50,10.0,1.0910846437098263,0.8845714200800147,0.5379575645738157,0.7220819709930345,0.8545454545454545
"ElasticNet (top-200, l1r=0.5)",Random Forest,50,20.0,1.0574308488028898,0.8563636363636364,0.5660207852193995,0.7491459210661007,0.8636363636363636
"ElasticNet (top-200, l1r=0.5)",Random Forest,50,30.0,1.076659817972401,0.8590909090909091,0.5500937900949449,0.73558016026537,0.9
"ElasticNet (top-200, l1r=0.5)",Random Forest,50,,1.088840918341401,0.8914545454545452,0.5398559148062613,0.7241904098405151,0.8818181818181818
"ElasticNet (top-200, l1r=0.5)",Random Forest,100,10.0,1.073995084730056,0.8673143384494001,0.5523180700380335,0.738514337590581,0.8454545454545455
"ElasticNet (top-200, l1r=0.5)",Random Forest,100,20.0,1.0896496517855467,0.8863636363636364,0.5391721195791637,0.7311555156233939,0.8454545454545455
"ElasticNet (top-200, l1r=0.5)",Random Forest,100,30.0,1.076894103006841,0.8742727272727274,0.5498979663843984,0.7329505236577966,0.8909090909090909
"ElasticNet (top-200, l1r=0.5)",Random Forest,100,,1.0742731157730454,0.8733636363636365,0.5520862522453169,0.7373636902027707,0.8636363636363636
"ElasticNet->PCA (top-200, 95%var)",Random Forest,10,10.0,1.2109757544409911,0.9267615547491116,0.430838030474996,0.6426324600180493,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var)",Random Forest,10,20.0,1.1741534668161413,0.8936363636363636,0.4649249422632794,0.6640741447515066,0.8636363636363636
"ElasticNet->PCA (top-200, 95%var)",Random Forest,10,30.0,1.2314440894553618,0.9027272727272727,0.41143507826533243,0.6310257549716778,0.8454545454545455
"ElasticNet->PCA (top-200, 95%var)",Random Forest,10,,1.1626380660924847,0.8827272727272727,0.47536887349243007,0.6757995424924994,0.8090909090909091
"ElasticNet->PCA (top-200, 95%var)",Random Forest,20,10.0,1.1616816478920358,0.8955420523338906,0.4762316705897235,0.6836966903749213,0.8181818181818182
"ElasticNet->PCA (top-200, 95%var)",Random Forest,20,20.0,1.1324952337848733,0.8645454545454546,0.5022196561457531,0.6889399309565553,0.8454545454545455
"ElasticNet->PCA (top-200, 95%var)",Random Forest,20,30.0,1.1697707623135554,0.9190909090909091,0.4689119835771107,0.6530738969462062,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var)",Random Forest,20,,1.1091970888071163,0.8527272727272726,0.5224900564536824,0.7010297679883871,0.8090909090909091
"ElasticNet->PCA (top-200, 95%var)",Random Forest,50,10.0,1.0997413226561397,0.8551193161707548,0.5305967789721114,0.7145370704067906,0.8454545454545455
"ElasticNet->PCA (top-200, 95%var)",Random Forest,50,20.0,1.1060149596226494,0.8503636363636363,0.5252259430331024,0.7100680997965036,0.8545454545454545
"ElasticNet->PCA (top-200, 95%var)",Random Forest,50,30.0,1.1034408992700142,0.8623636363636362,0.5274332820118042,0.7048223945477533,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var)",Random Forest,50,,1.111056826956782,0.8561818181818183,0.520887477546831,0.704309688946613,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var)",Random Forest,100,10.0,1.1063970899914144,0.8557556981565495,0.5248978155962347,0.7098754659572515,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var)",Random Forest,100,20.0,1.1317030609580492,0.8704545454545455,0.5029158006158585,0.7003970870971186,0.8545454545454545
"ElasticNet->PCA (top-200, 95%var)",Random Forest,100,30.0,1.113555729919416,0.8644545454545455,0.5187298883756737,0.7074532146832133,0.8545454545454545
"ElasticNet->PCA (top-200, 95%var)",Random Forest,100,,1.1018439090905752,0.8630909090909089,0.5288001667949705,0.7209847552916335,0.8545454545454545
"Lasso (alpha=1.0, top-100)",Random Forest,10,10.0,1.3560481122104162,1.1164151122343444,0.29741120844307845,0.5474612733918525,0.7
"Lasso (alpha=1.0, top-100)",Random Forest,10,20.0,1.396749473208811,1.1418181818181818,0.25460229246266064,0.5050395514367507,0.7
"Lasso (alpha=1.0, top-100)",Random Forest,10,30.0,1.4131203384386948,1.169090909090909,0.2370267453977074,0.4725034106576927,0.7
"Lasso (alpha=1.0, top-100)",Random Forest,10,,1.4034049503067367,1.1445454545454545,0.24748176450156312,0.4931845942547738,0.6818181818181818
"Lasso (alpha=1.0, top-100)",Random Forest,20,10.0,1.344362591075357,1.103440761525252,0.3094679215313887,0.543544233615203,0.7181818181818181
"Lasso (alpha=1.0, top-100)",Random Forest,20,20.0,1.3329052343045111,1.0990909090909091,0.32118791246960743,0.5600654009370223,0.7181818181818181
"Lasso (alpha=1.0, top-100)",Random Forest,20,30.0,1.32094146866406,1.0886363636363634,0.3333188607155261,0.5620324529750519,0.7272727272727273
"Lasso (alpha=1.0, top-100)",Random Forest,20,,1.3209156603728271,1.0681818181818181,0.33334491142757894,0.5500110760892017,0.7363636363636363
"Lasso (alpha=1.0, top-100)",Random Forest,50,10.0,1.2940536041660937,1.059095362707956,0.3601833263283144,0.5897239000282318,0.7090909090909091
"Lasso (alpha=1.0, top-100)",Random Forest,50,20.0,1.2974688645765087,1.0829090909090906,0.3568016672455713,0.6005124037341321,0.7363636363636363
"Lasso (alpha=1.0, top-100)",Random Forest,50,30.0,1.3318749600059718,1.096,0.32223688780826676,0.5536556944581607,0.7545454545454545
"Lasso (alpha=1.0, top-100)",Random Forest,50,,1.3362498405476562,1.1007272727272726,0.31777700590482805,0.5453533195633828,0.7090909090909091
"Lasso (alpha=1.0, top-100)",Random Forest,100,10.0,1.316805019895798,1.0828472122252355,0.33748766708403954,0.5741489148105641,0.7181818181818181
"Lasso (alpha=1.0, top-100)",Random Forest,100,20.0,1.3261043425284178,1.0896363636363635,0.32809725599166384,0.5596707163496026,0.7363636363636363
"Lasso (alpha=1.0, top-100)",Random Forest,100,30.0,1.320724319179717,1.0872727272727272,0.33353803403959703,0.5550774245956943,0.6909090909090909
"Lasso (alpha=1.0, top-100)",Random Forest,100,,1.3367045638094797,1.1017272727272727,0.3173126085446334,0.5546308311856446,0.7363636363636363
"Ridge (alpha=1.0, top-100)",Random Forest,10,10.0,1.253680799353875,1.0053316234081144,0.3994834660175657,0.6376033437451587,0.7727272727272727
"Ridge (alpha=1.0, top-100)",Random Forest,10,20.0,1.285018570789048,1.0418181818181818,0.36908648836401514,0.608193012906735,0.7636363636363637
"Ridge (alpha=1.0, top-100)",Random Forest,10,30.0,1.2967792270222267,1.0545454545454545,0.3574852379298368,0.598338812837917,0.7545454545454545
"Ridge (alpha=1.0, top-100)",Random Forest,10,,1.2885509832224864,1.0345454545454544,0.365613060090309,0.5833805179255623,0.7090909090909091
"Ridge (alpha=1.0, top-100)",Random Forest,20,10.0,1.1967932045194034,0.9867658270538436,0.4527456159005887,0.6856953750661843,0.8
"Ridge (alpha=1.0, top-100)",Random Forest,20,20.0,1.2086243118822024,0.9718181818181816,0.4418721778395275,0.6665533292681471,0.7636363636363637
"Ridge (alpha=1.0, top-100)",Random Forest,20,30.0,1.2501727153404918,0.9804545454545456,0.40283952761375474,0.6166152808916142,0.7727272727272727
"Ridge (alpha=1.0, top-100)",Random Forest,20,,1.1577701923014851,0.9113636363636364,0.4878516846127128,0.6871389019057992,0.8
"Ridge (alpha=1.0, top-100)",Random Forest,50,10.0,1.2120366675830774,0.9831039492920571,0.4387161611939978,0.6656484949303444,0.7727272727272727
"Ridge (alpha=1.0, top-100)",Random Forest,50,20.0,1.2004135650985985,0.9787272727272728,0.44942966307745735,0.6681349581798335,0.7818181818181819
"Ridge (alpha=1.0, top-100)",Random Forest,50,30.0,1.2186162047771458,0.9890909090909089,0.43260576589093425,0.6499837550002543,0.7636363636363637
"Ridge (alpha=1.0, top-100)",Random Forest,50,,1.1756344515351547,0.9443636363636363,0.4719249739492879,0.6967328227575567,0.8272727272727273
"Ridge (alpha=1.0, top-100)",Random Forest,100,10.0,1.2097290303024588,0.9890083930527882,0.4408514208293921,0.6578702237455587,0.8
"Ridge (alpha=1.0, top-100)",Random Forest,100,20.0,1.1982274787823435,0.9696363636363635,0.4514331365057309,0.6778352231879095,0.7909090909090909
"Ridge (alpha=1.0, top-100)",Random Forest,100,30.0,1.1953721368070054,0.959090909090909,0.45404445988190334,0.6721882700292375,0.7818181818181819
"Ridge (alpha=1.0, top-100)",Random Forest,100,,1.1808714039755865,0.9590000000000001,0.46720979506773175,0.6817744589460735,0.7727272727272727
PCA (n_components=50),Random Forest,10,10.0,1.2179337308764935,0.9556582159672892,0.4332411149401152,0.6796741659919517,0.7454545454545455
PCA (n_components=50),Random Forest,10,20.0,1.2137470157251957,0.959090909090909,0.4371309482459186,0.6370443133866303,0.8090909090909091
PCA (n_components=50),Random Forest,10,30.0,1.2742199039555,1.0163636363636361,0.37964571031608196,0.5708333500104456,0.7454545454545455
PCA (n_components=50),Random Forest,10,,1.281831076659834,0.9872727272727271,0.3722125738103508,0.604711480682687,0.8
PCA (n_components=50),Random Forest,20,10.0,1.2348008675025615,0.9476052981493597,0.4174343519890287,0.6293018969322928,0.7909090909090909
PCA (n_components=50),Random Forest,20,20.0,1.2376572443715808,0.9713636363636362,0.4147360194511983,0.6233126994898516,0.7727272727272727
PCA (n_components=50),Random Forest,20,30.0,1.1896332513540768,0.9581818181818181,0.45927405349079553,0.6616265847511781,0.8
PCA (n_components=50),Random Forest,20,,1.1995074746820804,0.9400000000000001,0.4502605071205279,0.6534610115254365,0.8090909090909091
PCA (n_components=50),Random Forest,50,10.0,1.2152607365019323,0.9855515754425803,0.43572611203489364,0.6573353811507543,0.8
PCA (n_components=50),Random Forest,50,20.0,1.2141828527861855,0.9552727272727274,0.43672664119485927,0.6458680518793275,0.7818181818181819
PCA (n_components=50),Random Forest,50,30.0,1.1905598377539566,0.9389090909090908,0.4584313997915943,0.6594213997057282,0.8181818181818182
PCA (n_components=50),Random Forest,50,,1.1683414818373172,0.9459999999999998,0.4784564084751649,0.6874668835971094,0.7909090909090909
PCA (n_components=50),Random Forest,100,10.0,1.1670008279486663,0.9271100806733459,0.4796526482541993,0.6766358216839566,0.7818181818181819
PCA (n_components=50),Random Forest,100,20.0,1.1924390588583171,0.9387272727272726,0.4567203890239666,0.6618964695474195,0.7909090909090909
PCA (n_components=50),Random Forest,100,30.0,1.201917785722619,0.9453636363636364,0.4480489753386592,0.6693969618110146,0.8
PCA (n_components=50),Random Forest,100,,1.1907854550673684,0.9499090909090908,0.45822612018061826,0.6469826844512967,0.7818181818181819
"Lasso->PCA (top-100, 95%var)",Random Forest,10,10.0,1.415913174380856,1.0944475898995591,0.23400794403480396,0.44212485032587406,0.7181818181818181
"Lasso->PCA (top-100, 95%var)",Random Forest,10,20.0,1.420339268049587,1.0954545454545452,0.2292115317818687,0.4759654007789335,0.7
"Lasso->PCA (top-100, 95%var)",Random Forest,10,30.0,1.3914348382482413,1.1245454545454545,0.2602639805488015,0.48732092238258756,0.7
"Lasso->PCA (top-100, 95%var)",Random Forest,10,,1.4157876060534453,1.1372727272727274,0.23414379993053136,0.4406913780865956,0.6727272727272727
"Lasso->PCA (top-100, 95%var)",Random Forest,20,10.0,1.4135059372132712,1.1216833383984814,0.2366103028861113,0.44771958961523045,0.7
"Lasso->PCA (top-100, 95%var)",Random Forest,20,20.0,1.3798633002122809,1.0595454545454543,0.27251649878430007,0.4950563230425936,0.7454545454545455
"Lasso->PCA (top-100, 95%var)",Random Forest,20,30.0,1.415450458334731,1.1254545454545455,0.23450850989927052,0.4539958947697847,0.7363636363636363
"Lasso->PCA (top-100, 95%var)",Random Forest,20,,1.3722575957490304,1.0718181818181818,0.28051406738450835,0.5253582294062343,0.7090909090909091
"Lasso->PCA (top-100, 95%var)",Random Forest,50,10.0,1.3940844701069162,1.0913527501358553,0.25744402196158056,0.4761159557525258,0.7090909090909091
"Lasso->PCA (top-100, 95%var)",Random Forest,50,20.0,1.3516951699562665,1.0504898706931962,0.30191461766883976,0.52703800399353,0.7181818181818181
"Lasso->PCA (top-100, 95%var)",Random Forest,50,30.0,1.3704106882775888,1.074,0.2824494616186175,0.5171471531721036,0.7454545454545455
"Lasso->PCA (top-100, 95%var)",Random Forest,50,,1.3983106690834937,1.0985454545454545,0.25293504689128155,0.48553014585903437,0.7090909090909091
"Lasso->PCA (top-100, 95%var)",Random Forest,100,10.0,1.3824166446873707,1.0846397289334135,0.26982168896854575,0.49648608147533707,0.7181818181818181
"Lasso->PCA (top-100, 95%var)",Random Forest,100,20.0,1.3729622917420035,1.0754545454545454,0.2797749218478639,0.5008590106109656,0.7272727272727273
"Lasso->PCA (top-100, 95%var)",Random Forest,100,30.0,1.3749449575759882,1.0975454545454546,0.27769329628343165,0.5088749641712573,0.7272727272727273
"Lasso->PCA (top-100, 95%var)",Random Forest,100,,1.3645718609279482,1.0747272727272728,0.2885508857242097,0.5175642596788199,0.7181818181818181
"Ridge->PCA (top-100, 95%var)",Random Forest,10,10.0,1.3471005049257823,1.1119696072768075,0.3066523975656731,0.5165231181640391,0.7
"Ridge->PCA (top-100, 95%var)",Random Forest,10,20.0,1.2697888156554367,1.058181818181818,0.3839527613754775,0.5761483402986423,0.7454545454545455
"Ridge->PCA (top-100, 95%var)",Random Forest,10,30.0,1.298950625417582,1.0672727272727272,0.35533171240013883,0.5986171733396427,0.7545454545454545
"Ridge->PCA (top-100, 95%var)",Random Forest,10,,1.2778533135337133,1.0236363636363637,0.3761028134769018,0.5858192984667083,0.7545454545454545
"Ridge->PCA (top-100, 95%var)",Random Forest,20,10.0,1.2770217148614893,1.070994700825124,0.3769145862276634,0.5909641815627353,0.7181818181818181
"Ridge->PCA (top-100, 95%var)",Random Forest,20,20.0,1.2912379542692565,1.0686363636363636,0.3629645710316083,0.5263982157630335,0.7909090909090909
"Ridge->PCA (top-100, 95%var)",Random Forest,20,30.0,1.2609880685759518,1.0299999999999998,0.3924626606460575,0.5918949037902791,0.7181818181818181
"Ridge->PCA (top-100, 95%var)",Random Forest,20,,1.2758063403909772,1.059090909090909,0.3781000347342828,0.5912988277903332,0.7636363636363637
"Ridge->PCA (top-100, 95%var)",Random Forest,50,10.0,1.2297866736534586,1.0131722278657411,0.42215603023091275,0.6270061174557222,0.7545454545454545
"Ridge->PCA (top-100, 95%var)",Random Forest,50,20.0,1.2467572483702016,1.0423636363636364,0.40609795067731835,0.6288962854688489,0.7636363636363637
"Ridge->PCA (top-100, 95%var)",Random Forest,50,30.0,1.2597633255352516,1.049090909090909,0.3936422368878082,0.606794217854186,0.7363636363636363
