dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc,qwk
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,20.0,1.266288371000899,1.0275229357798163,0.3744739952718673,0.5969358428565757,0.7064220183486238,0.39302325581395336
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,30.0,1.3346820395843315,1.0541284403669726,0.3050784738639347,0.5795446699911448,0.7522935779816514,0.406020841373987
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,10,,1.2241079882806405,0.9568807339449543,0.4154527843446282,0.6377006574308194,0.7981651376146789,0.5419354838709678
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,10.0,1.240911997013166,1.0264657009084692,0.39929382176126105,0.6383596807618808,0.7798165137614679,0.5218417945690672
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,20.0,1.1981445900706627,0.9486238532110092,0.4399863737851325,0.6530933790772095,0.7798165137614679,0.518716577540107
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,30.0,1.2018334617261957,0.9550458715596329,0.43653270291568136,0.6733465608005543,0.8073394495412844,0.5358581788879937
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,20,,1.2083425603359612,0.9660550458715594,0.43041272655634344,0.6570805550722332,0.7798165137614679,0.5117924528301886
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,10.0,1.1827047675407185,0.9553654211039992,0.4543265455585078,0.6766331846036008,0.7981651376146789,0.5240556660039761
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,20.0,1.1858400034412182,0.96,0.4514296558970313,0.6795266274976544,0.8073394495412844,0.4982456140350877
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,30.0,1.2153105843831697,0.9484403669724771,0.42382462568951906,0.6558127579451883,0.7981651376146789,0.5518814139110605
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,50,,1.196370658405487,0.9710091743119268,0.4416434200157602,0.6677102224689363,0.7981651376146789,0.4908366533864542
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,10.0,1.1868705472714924,0.9564074303257819,0.45047578112868714,0.6701946581472498,0.8165137614678899,0.5285545490350532
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,20.0,1.2307266444643568,0.9825688073394495,0.40911449303913827,0.6422736569414664,0.8073394495412844,0.5072863332020481
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,30.0,1.2181166844275364,0.970183486238532,0.4211608254531124,0.6491081435092485,0.8256880733944955,0.4860267314702308
"Ridge (alpha=1.0, top-100) + SMOTE",Random Forest,100,,1.1717159846241978,0.9386238532110089,0.4644193951930651,0.6877830492221141,0.8073394495412844,0.5468628969790861
PCA (n_components=50) + SMOTE,Random Forest,10,10.0,1.2801876296989732,1.0027807329254392,0.3606666127163636,0.6126727094763668,0.7614678899082569,0.5242144177449168
PCA (n_components=50) + SMOTE,Random Forest,10,20.0,1.2641129899562566,0.9871559633027523,0.37662135539795094,0.6420248033506442,0.7798165137614679,0.5109433962264152
PCA (n_components=50) + SMOTE,Random Forest,10,30.0,1.2652736586180322,1.0220183486238534,0.3754760966640396,0.6208730315362085,0.7706422018348624,0.5465244575211474
PCA (n_components=50) + SMOTE,Random Forest,10,,1.3431443322471739,1.0935779816513762,0.2962385080115574,0.5668398781282553,0.7706422018348624,0.4990533888678531
PCA (n_components=50) + SMOTE,Random Forest,20,10.0,1.2003322848306301,0.937358648073133,0.4379394465985732,0.6600734548089158,0.8073394495412844,0.5455268389662028
PCA (n_components=50) + SMOTE,Random Forest,20,20.0,1.288400971832986,1.0068807339449541,0.35243671197793525,0.5992016953157565,0.7614678899082569,0.46380090497737547
PCA (n_components=50) + SMOTE,Random Forest,20,30.0,1.2350574773981429,0.9678899082568806,0.4049486143945362,0.6453167144606473,0.8256880733944955,0.5486725663716815
PCA (n_components=50) + SMOTE,Random Forest,20,,1.2546975950586148,0.9752293577981652,0.38587289860782736,0.6301301556637436,0.7889908256880734,0.49230769230769234
PCA (n_components=50) + SMOTE,Random Forest,50,10.0,1.201992771700528,0.9516753447618916,0.43638331131860386,0.6712614243126982,0.8165137614678899,0.5618729096989967
PCA (n_components=50) + SMOTE,Random Forest,50,20.0,1.231620101084135,0.9669724770642201,0.40825626477541366,0.6375612260702274,0.8256880733944955,0.5996261682242991
PCA (n_components=50) + SMOTE,Random Forest,50,30.0,1.1676794206278527,0.9201834862385321,0.46810319148936164,0.6705898244093093,0.8256880733944955,0.5590361445783132
PCA (n_components=50) + SMOTE,Random Forest,50,,1.2681171479470779,0.9924770642201834,0.37266591804570504,0.6173871531936398,0.7889908256880734,0.5395033860045148
PCA (n_components=50) + SMOTE,Random Forest,100,10.0,1.2049376070417235,0.9526420937338071,0.4336182505721542,0.6568434869387927,0.8256880733944955,0.5898123324396782
PCA (n_components=50) + SMOTE,Random Forest,100,20.0,1.2014612662553572,0.9342201834862384,0.43688164893617,0.6547801212157172,0.8348623853211009,0.535796766743649
PCA (n_components=50) + SMOTE,Random Forest,100,30.0,1.2083315511955646,0.9571559633027523,0.4304231054636194,0.6492489299111192,0.8256880733944955,0.5617452278924815
PCA (n_components=50) + SMOTE,Random Forest,100,,1.2037201509631974,0.9582568807339451,0.43476220449172553,0.6494450548786255,0.8256880733944955,0.550539352776668
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.3041165751718586,1.028066762705857,0.3365427234469127,0.5563798072858704,0.7431192660550459,0.3934553954031943
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.2316916092039785,0.9688073394495412,0.4081875492513789,0.6126265425851848,0.7798165137614679,0.4591346153846154
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.3194035349632025,1.0724770642201835,0.32089736012608316,0.5266948272921191,0.7431192660550459,0.3615230460921842
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.3149807268270535,1.0220183486238532,0.32544260572629335,0.5491113234658204,0.7889908256880734,0.401854714064915
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.292894267445072,1.0192734698137351,0.3479120847557239,0.567927591568689,0.7522935779816514,0.3960959739731599
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.2932073774537933,1.0155963302752293,0.3475962043603884,0.5625427368267939,0.7706422018348624,0.3946838501812323
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.2965108433686459,1.056422018348624,0.34425884883110025,0.566322062199082,0.7889908256880734,0.4285714285714286
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.2454964744590442,0.9894495412844037,0.39484707446808476,0.6085847896239273,0.7889908256880734,0.4208822339133954
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.2595370025587973,0.9935963103662747,0.3811263479136905,0.6024621184157094,0.7798165137614679,0.41839270919635463
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.2476296792372974,1.005137614678899,0.3927723666929338,0.5910320553695358,0.8073394495412844,0.424061433447099
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.2397040191295143,1.0055045871559634,0.4004627790911477,0.6083432316035167,0.7981651376146789,0.41638225255972694
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.2424317676426768,1.0148623853211007,0.39782152613606503,0.6187228912965039,0.7522935779816514,0.3960231980115989
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.2629367136158458,1.0160636161493672,0.37778094223744874,0.5873235212322565,0.7706422018348624,0.4228382292097641
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.2474623783189218,1.0081651376146792,0.39293520816916183,0.5848201805192413,0.7889908256880734,0.42471042471042475
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.2077900814023705,0.974770642201835,0.4309334613869187,0.6411061041724433,0.7889908256880734,0.4740740740740741
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.220948270361641,0.9854128440366973,0.4184666042815862,0.6240487895569621,0.7981651376146789,0.4503531366846697
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.3690956819108395,1.1192313005472647,0.2687805522930824,0.5417555946621232,0.6880733944954128,0.3862801143323805
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.2833442550867715,1.0568807339449542,0.3575098502758075,0.6117229247893203,0.7522935779816514,0.48201438848920863
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.4261000904178878,1.1412844036697247,0.2066220120830048,0.5035458542435711,0.7339449541284404,0.44009216589861744
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.4572816216403204,1.1871559633027524,0.1715484633569737,0.44944556930921775,0.6605504587155964,0.3457189014539581
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.3517280589084482,1.1242343154733019,0.2872146092001179,0.5309841338720642,0.7247706422018348,0.42522231204527083
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.3382773399158001,1.0894495412844036,0.30132954097714704,0.5643231807940696,0.7431192660550459,0.41437125748503
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.3867161394373928,1.138532110091743,0.24983763462043584,0.5213257136008903,0.7064220183486238,0.43184559710494563
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.3484275585784893,1.085321100917431,0.2906911610191749,0.545983202652229,0.7431192660550459,0.4163330664531625
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.3510363426578564,1.1219408405431213,0.2879439261398373,0.5398547974612793,0.7522935779816514,0.4223602484472051
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.3175414970050376,1.0728440366972476,0.3228128053585497,0.5853485415825436,0.7339449541284404,0.42441860465116277
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.3522879015976366,1.1163302752293578,0.28662406094037285,0.5332900406420782,0.7522935779816514,0.4004995836802665
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.3505948400680154,1.1040366972477063,0.28840923299185695,0.5341554062417484,0.7614678899082569,0.44957472660996356
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.319493497882038,1.084773249404702,0.3208047483710166,0.5686574839283874,0.7522935779816514,0.4462118041021348
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,20.0,1.3132343293067406,1.0911009174311928,0.32723314617809285,0.5739447096171408,0.7431192660550459,0.44037478705281097
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,30.0,1.3204944167194181,1.0872477064220183,0.31977393288678724,0.5684588810303806,0.7522935779816514,0.4313395113732098
"Ridge->PCA (top-100, 95%var) + SMOTE",Random Forest,100,,1.3447202225980763,1.1092660550458715,0.2945861143945362,0.5427316227518304,0.7431192660550459,0.4247572815533981
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,10.0,1.1960322303052298,0.9648068616568335,0.44195927000488267,0.6837723842335726,0.7889908256880734,0.5503626107977437
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,20.0,1.2738369402944458,1.0211009174311925,0.3669940241660098,0.6104334049823846,0.7614678899082569,0.5108323831242874
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,30.0,1.2473090300778558,1.0238532110091745,0.3930844496979248,0.6275451955081728,0.7706422018348624,0.5138999205718824
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,10,,1.2139102032899205,0.981651376146789,0.4251516942474387,0.6463116617777329,0.7614678899082569,0.4862275449101797
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,10.0,1.2174389226778943,1.0006209408097926,0.42180478003383026,0.6537561873942078,0.7431192660550459,0.4680337756332932
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,20.0,1.165826477717327,0.9527522935779816,0.46978994286840015,0.6875623621765355,0.8165137614678899,0.5173267326732673
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,30.0,1.162141727370381,0.9527522935779816,0.473136245731547,0.6954882432279326,0.7981651376146789,0.5386493083807975
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,20,,1.1978286930866415,0.9830275229357799,0.4402816358024688,0.6667411027544115,0.7522935779816514,0.5023696682464456
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,10.0,1.178481677681901,0.9629038280942959,0.45821646615142575,0.6766046989017845,0.8073394495412844,0.5465538089480049
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,20.0,1.1777602752916427,0.9548623853211008,0.45887956396112395,0.6883565398914334,0.7706422018348624,0.5006257822277846
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,30.0,1.1976184318291365,0.9732110091743119,0.4404781192540057,0.6673778867675293,0.7706422018348624,0.4783137413862991
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,50,,1.1807834438559863,0.9554128440366972,0.4560980168111374,0.6818871783275828,0.7981651376146789,0.4973501834488381
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,10.0,1.1895184575774123,0.9776586109510372,0.4480210669208369,0.6739022632200529,0.7889908256880734,0.49937264742785437
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,20.0,1.1713185544348312,0.9568807339449541,0.4647826569477277,0.6897414329242108,0.8073394495412844,0.5171835708298408
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,30.0,1.1737960843802564,0.9523853211009174,0.46251611833464645,0.6830203949857452,0.8073394495412844,0.5081127241673783
"ElasticNet (top-200, l1r=0.5) + SMOTE",Random Forest,100,,1.1846305505449384,0.9668807339449542,0.4525480726293667,0.6794683188346181,0.7889908256880734,0.5058236272878536
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,10.0,1.2776435790377978,1.0249274517187938,0.36320511623369967,0.5863235838639224,0.7522935779816514,0.43203883495145634
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,20.0,1.3237769151563707,1.0688073394495414,0.316387903861308,0.5491214285664138,0.7247706422018348,0.46936416184971097
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,30.0,1.3020449688537763,1.0211009174311927,0.3386488705017072,0.5507000084711726,0.7431192660550459,0.43181818181818177
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,10,,1.302819807011424,1.0394495412844038,0.3378615051221431,0.5961048702527312,0.7522935779816514,0.3979416809605488
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,10.0,1.318365978931339,1.0509613332252723,0.3219650092208748,0.5551985517671075,0.7155963302752294,0.3896995708154506
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,20.0,1.2412353272505092,1.0041284403669726,0.39898074271079564,0.6251835691474639,0.7614678899082569,0.5165289256198348
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,30.0,1.2227019260637484,0.9862385321100916,0.4167948844234304,0.6538100456489249,0.7522935779816514,0.48581701957650814
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,20,,1.2726750704175775,1.011467889908257,0.3681482302337795,0.5924314321265658,0.7706422018348624,0.44280442804428044
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,10.0,1.25626334545792,1.0194727371744197,0.3843391908290743,0.5962322040094906,0.7522935779816514,0.44806007509386725
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,20.0,1.247175156728049,0.9807339449541284,0.393214722878907,0.6012667298393021,0.7614678899082569,0.4723492723492724
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,30.0,1.2462729758264155,0.970275229357798,0.3940922773837666,0.6142586891378973,0.7706422018348624,0.4828411811652036
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,50,,1.2569980257332338,0.9933944954128441,0.38361888626214846,0.6066135003493976,0.7706422018348624,0.4680161943319838
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,10.0,1.2229105496635104,0.9592647505086244,0.4165958486191621,0.6270925638801748,0.7889908256880734,0.5251711639146195
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,20.0,1.2324742027930884,0.9728440366972476,0.4074352574205409,0.6348201892370201,0.7614678899082569,0.48421926910298996
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,30.0,1.2329077288629138,0.9722018348623853,0.4070183116627264,0.6247750265434772,0.7706422018348624,0.4951219512195122
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Random Forest,100,,1.2484489459494137,0.9802752293577982,0.3919746224060937,0.6174932226857598,0.7614678899082569,0.4825910931174089
