dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,5,1.8411849774566709,1.375,-0.2952269306472157,0.34663616809371306,0.6181818181818182
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,10,1.885394552331061,1.433582251082251,-0.3581743243333124,0.2692841710626803,0.5727272727272728
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,2,1.9423509653837725,1.4636363636363636,-0.4414727335880515,0.26486890260571305,0.5909090909090909
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,5,1.8388518870823345,1.3825757575757573,-0.2919464706109376,0.3213251773575218,0.6181818181818182
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,10,1.9080844286081529,1.4572655122655123,-0.391061064733099,0.2615413252074434,0.5727272727272728
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,2,1.9021518914592015,1.4181818181818182,-0.3824244529350469,0.30571506587347697,0.5909090909090909
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,5,1.821605047614589,1.3386363636363636,-0.2678254409324228,0.343827563863412,0.6363636363636364
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,10,1.8507106690023558,1.3974134199134198,-0.3086637646387851,0.2803559847356307,0.5818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,2,1.6826899314864685,1.1138378862516793,-0.08183047797100751,0.43359689335913637,0.7181818181818181
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,5,1.6643743876939743,1.1492844572245662,-0.058407889077061625,0.4400386562520642,0.7090909090909091
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,10,1.5813253415857218,1.1211863711001644,0.04458186191895808,0.4726347050366226,0.7
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,2,1.681449591059074,1.1,-0.0802361931226121,0.457110907719273,0.6818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,5,1.7032537193040949,1.143181818181818,-0.10843367681679594,0.42760204007375263,0.6818181818181818
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,10,1.5646189615148791,1.075768398268398,0.06466281896315063,0.47375526230473625,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,2,1.6431676725154984,1.1545454545454545,-0.03160819729072606,0.4336029542922005,0.6909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,5,1.6524583767431742,1.1295454545454546,-0.04330689668480581,0.4529525224485024,0.7181818181818181
