dimension_reduction_type,model,n_estimators,max_depth,rmse,mae,r2,spearman_r,within_1_acc
PCA (n_components=50) + SMOTE,Random Forest,100,20.0,1.2478945905367604,0.9771818181818182,0.4050138937130948,0.6181579353298259,0.7818181818181819
PCA (n_components=50) + SMOTE,Random Forest,100,30.0,1.2445839027197367,0.9674545454545455,0.40816672455713787,0.6196328835079881,0.7818181818181819
PCA (n_components=50) + SMOTE,Random Forest,100,,1.2552536867828024,0.9801818181818182,0.3979756860020841,0.6199089758446649,0.7545454545454545
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,10.0,1.496282697947643,1.2107198851734515,0.14458211066508342,0.4022692397587686,0.6545454545454545
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,20.0,1.3246611916740345,1.0399999999999998,0.32955887460923927,0.5820158278294276,0.7636363636363637
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,30.0,1.3335189264771337,1.0590909090909089,0.32056269538034043,0.5833020946507455,0.7363636363636363
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,10,,1.3910754505385068,1.1199999999999999,0.26064605765890914,0.5122636587709002,0.7090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,10.0,1.4075162937804837,1.1206951307258257,0.24306622821003676,0.45981916173670784,0.7272727272727273
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,20.0,1.403372561173456,1.1309090909090909,0.24751649878430004,0.5152493006624833,0.7090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,30.0,1.3746487154575495,1.0968181818181817,0.27800451545675586,0.5339050034895556,0.7181818181818181
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,20,,1.3800279970809552,1.1313636363636363,0.27234282737061477,0.5064316485630607,0.7363636363636363
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,10.0,1.3885226005231242,1.1053985285236791,0.26335723745055595,0.5250909388733274,0.7181818181818181
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,20.0,1.3402347148574727,1.076909090909091,0.31370197985411585,0.5556815481098647,0.7727272727272727
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,30.0,1.3703695586493183,1.1018181818181816,0.28249253212921155,0.5290704694870091,0.7090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,50,,1.3317657451669194,1.069090909090909,0.3223480375130253,0.5679518421942439,0.7363636363636363
"Lasso->PCA (top-100, 95%var) + SMOTE",Random Forest,100,10.0,1.3445398108150317,1.0697220342539036,0.309285851631409,0.5675233216318226,0.7181818181818181
