dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,10.0,10,1.7013248143061255,1.2192671277997364,-0.10592453496045473,0.37112803360126545,0.6454545454545455
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,2,1.7372915179041823,1.2363636363636363,-0.15317818687044094,0.37440258470353116,0.6545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,5,1.715496806446836,1.2651515151515151,-0.12442591949365123,0.3793458066265662,0.6454545454545455
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,20.0,10,1.7740185449415573,1.2849350649350648,-0.20245084320118645,0.33709651481476866,0.6363636363636364
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,2,1.7709781580707415,1.2818181818181817,-0.19833275442862086,0.35949214203921354,0.6545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,5,1.6854996561581053,1.2575757575757576,-0.08544633553317116,0.386002856157471,0.6454545454545455
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,30.0,10,1.7295640186836185,1.2495454545454547,-0.14294229392064284,0.3684496393105944,0.6818181818181818
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,,2,1.7529196424044293,1.2545454545454546,-0.17401875651267784,0.37764182519702216,0.6363636363636364
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,,5,1.7312487464897186,1.2575757575757573,-0.14517000501717403,0.3690766025752894,0.6545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Decision Tree,,10,1.7119445284419708,1.210151515151515,-0.11977404491442933,0.388723684389589,0.6545454545454545
PCA (n_components=50) + SMOTE,Decision Tree,10.0,2,1.7062512732441413,1.2620046620046619,-0.11233857179297613,0.46294145545505444,0.6545454545454545
PCA (n_components=50) + SMOTE,Decision Tree,10.0,5,1.6075478450465854,1.2248834498834498,0.012632482971409509,0.48396497889207446,0.6727272727272727
PCA (n_components=50) + SMOTE,Decision Tree,10.0,10,1.4836923648541975,1.089832944832945,0.15891721539447534,0.5627242573776114,0.7
PCA (n_components=50) + SMOTE,Decision Tree,20.0,2,1.6596823354321315,1.209090909090909,-0.05244876693296274,0.4680420353137431,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,20.0,5,1.6754880187605343,1.221969696969697,-0.07258982671452263,0.45132135661283335,0.6727272727272727
PCA (n_components=50) + SMOTE,Decision Tree,20.0,10,1.5317390111167046,1.1193145743145743,0.10356136228049417,0.5070774183326564,0.7
PCA (n_components=50) + SMOTE,Decision Tree,30.0,2,1.71092744652505,1.2545454545454546,-0.11844390413337957,0.4754878136192589,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,30.0,5,1.6418031784497422,1.2113636363636364,-0.029895604183551194,0.48297876374301335,0.6818181818181818
PCA (n_components=50) + SMOTE,Decision Tree,30.0,10,1.5458551414208916,1.1624242424242424,0.08696251125976218,0.5232026243531203,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,,2,1.6320650610917333,1.1727272727272726,-0.01771448419590116,0.4676376265458558,0.7090909090909091
PCA (n_components=50) + SMOTE,Decision Tree,,5,1.5977217049488457,1.2037878787878789,0.02466616494924956,0.47759001206042384,0.6636363636363637
PCA (n_components=50) + SMOTE,Decision Tree,,10,1.535295182958581,1.1434487734487733,0.09939408520409687,0.5397630569105349,0.6727272727272727
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,2,1.9032830083565262,1.4218411386593204,-0.38406906248299255,0.31694755567347305,0.6090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,5,1.8955674114316836,1.4342725960907778,-0.3728702300833602,0.30451333682914705,0.5818181818181818
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,10,1.8247959732483188,1.3737170405352221,-0.272271058833486,0.3465558913648589,0.6
