dimension_reduction_type,model,n_estimators,max_depth,learning_rate,rmse,mae,r2,spearman_r,within_1_acc
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.2277316131995781,0.9598239649681792,0.41497846227865576,0.6305724398621215,0.7727272727272727
"Lasso->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.2535275266663968,1.003911183964601,0.3901363790308082,0.6176777890638219,0.7545454545454545
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.3784406552669086,1.1528535589482753,0.26253549059785597,0.508844534743646,0.6454545454545455
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.3236432561466547,1.0736790362712079,0.3200031825293663,0.5393954355426258,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.3667070984545582,1.1426406387250796,0.27503694043849325,0.5063090178065878,0.6909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.3253228646340625,1.0704780916266998,0.3182763530980808,0.5486322914153335,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.32645623496623,1.0830311480936423,0.3171098815211213,0.5533661800500961,0.7454545454545455
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.3089107763265444,1.0499158095897096,0.3350560114625526,0.5854827279195,0.7454545454545455
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.318829830899603,1.0773243292204018,0.324939803479113,0.5467017885379375,0.6909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.2947645260742868,1.0208112524251542,0.34935130698093064,0.5638315377538736,0.7545454545454545
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.3175018090139803,1.0621052560844821,0.3262986495144715,0.552959758391697,0.7
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.3010777463262024,1.0274123163005588,0.3429907635995071,0.5710362853345854,0.7454545454545455
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.314638697362038,1.0516836372984248,0.32922355832431194,0.5684361104064183,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.3063082094224086,1.0364029689561642,0.3376976594222164,0.5870160459943694,0.7545454545454545
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.292760281120552,1.0270450835591551,0.35136410547347463,0.5624968120802674,0.7454545454545455
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.3057965306947577,1.0292225130049766,0.3382164032316197,0.5612960208168154,0.7363636363636363
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.2907501315901253,1.0163559530688122,0.353379701802056,0.576278201042347,0.7454545454545455
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.305475469178574,1.0225267538715885,0.33854179408561347,0.5822267362243706,0.7363636363636363
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.3141882670916556,1.0515855909093972,0.32968313136795746,0.5705975346806318,0.7272727272727273
"Ridge->PCA (top-100, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.3101268619560398,1.0409800384059475,0.3338198623150104,0.5850670694052281,0.7272727272727273
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,2,0.05,1.162557392523268,0.9684647201943751,0.4754416775719448,0.7002183331423358,0.8454545454545455
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,2,0.1,1.093295187703066,0.891690768027681,0.5360834665703855,0.7285662438156751,0.8727272727272727
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,3,0.05,1.1274898736595045,0.9350094825021001,0.5066100742886459,0.7270837284481055,0.8727272727272727
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,3,0.1,1.0721976631096373,0.8718919085336344,0.5538152832880747,0.7401446426521139,0.8818181818181818
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,5,0.05,1.093951830818682,0.8660216373699114,0.5355260341726422,0.7285570069598023,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,50,5,0.1,1.1065730680272945,0.8515555641150817,0.5247466687808442,0.6994793846725192,0.8545454545454545
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,2,0.05,1.0938721051497184,0.8962423508041026,0.535593732122832,0.7291712578753374,0.8545454545454545
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,2,0.1,1.0810151396164114,0.861642656205519,0.5464464922322727,0.7325288549850666,0.8727272727272727
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,3,0.05,1.0730495690115258,0.8681751653665805,0.5531059767633617,0.7428048571434538,0.9181818181818182
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,3,0.1,1.0714082740127264,0.8467878779436109,0.5544720347563046,0.7372581251918928,0.8818181818181818
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,5,0.05,1.0658334599080237,0.8184668195386923,0.5590963668353843,0.7427679097199629,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,100,5,0.1,1.1081319192414043,0.8449237467665717,0.5234067282414735,0.7005231493861351,0.8545454545454545
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,2,0.05,1.0949338955534067,0.8746532379734523,0.5346917227628856,0.7328059606612478,0.8545454545454545
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,2,0.1,1.0707005632059068,0.8420968430321846,0.5550604207660285,0.7477281013236069,0.8727272727272727
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,3,0.05,1.0763711385143828,0.8553168963902572,0.5503350199928259,0.7474787062150438,0.9
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,3,0.1,1.0740040925157688,0.8348786255049259,0.5523105604323358,0.7451556369630576,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,5,0.05,1.0689291179689313,0.8135659788547391,0.5565314839355198,0.7410637098114483,0.8636363636363636
"ElasticNet (top-200, l1r=0.5) + SMOTE",Gradient Boosting,200,5,0.1,1.1092690382338166,0.8456919468146342,0.5224281059106834,0.7032572587244567,0.8454545454545455
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,2,0.05,1.1269779632018295,0.9182163482419333,0.5070579969378759,0.750165522081096,0.8272727272727273
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,2,0.1,1.0694679577064947,0.8813421156647808,0.5560842724535893,0.762470123296448,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,3,0.05,1.0789527638827026,0.8608625625821702,0.5481754328024606,0.759195657889573,0.8090909090909091
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,3,0.1,1.048974072529092,0.8448480817537163,0.5729345035109363,0.7576392476750219,0.8818181818181818
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,5,0.05,1.142960979533766,0.8710611652728419,0.4929768543458072,0.71309451022889,0.8181818181818182
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,50,5,0.1,1.143585497547588,0.8777848679513564,0.4924226244087089,0.6925794533356067,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,2,0.05,1.0821297857755503,0.8914150184316366,0.5455106823685552,0.7535888863748397,0.8363636363636363
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,2,0.1,1.0194630238438154,0.8370281675934278,0.5966259696716774,0.7755356559283927,0.9181818181818182
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,3,0.05,1.0560808156033774,0.8412788241650047,0.567128209586397,0.7546326510884556,0.8545454545454545
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,3,0.1,1.035172628720417,0.832427570309018,0.5840984509831777,0.755015980607173,0.9090909090909091
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,5,0.05,1.1470129551371866,0.8771896808123878,0.48937552915846316,0.7061391577567413,0.8
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,100,5,0.1,1.142894645449894,0.8751544247484219,0.49303570489362747,0.6972255918395787,0.8454545454545455
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,2,0.05,1.0269983228473512,0.8435550588994076,0.5906409027107907,0.7693654362054241,0.8818181818181818
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,2,0.1,1.0149321927271686,0.8320319737839039,0.6002034576087009,0.7760944857086914,0.9090909090909091
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,3,0.05,1.044538046250403,0.8305218066922323,0.5765389166736666,0.7493214589616488,0.9090909090909091
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,3,0.1,1.0506335422630515,0.8422260432801073,0.5715822053646616,0.741816513565074,0.9272727272727272
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,5,0.05,1.1459186590710069,0.873054939867003,0.4903493765779495,0.7051877616018525,0.8545454545454545
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Gradient Boosting,200,5,0.1,1.1480333181353444,0.8776986981167448,0.4884666395772047,0.6946623643349022,0.8727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.280518409802423,1.0401858966129962,0.3734976944677949,0.6204358528212707,0.7818181818181819
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.2259303764939609,0.9670082943558299,0.42577429079135554,0.650502305930925,0.8
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.249432062561918,1.0107023227145506,0.403546881954324,0.6364027485609937,0.8181818181818182
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.218694958059517,0.9886758601995221,0.4325324276208209,0.6598159442197612,0.7636363636363637
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.2986960476885325,1.0505794158289945,0.35558438113581214,0.5895671358194099,0.7545454545454545
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.2623370845611828,1.0147757324107751,0.3911620678831993,0.6333642893370613,0.7545454545454545
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.2128835251787997,0.9656424988712655,0.4379315421274166,0.6639978600256893,0.8090909090909091
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.2323134350825058,0.9581279567955128,0.41977907519509217,0.6535315437308089,0.7909090909090909
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.2135217745782843,0.9610653211176957,0.43733983775158336,0.6568927527964334,0.7909090909090909
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.231916935574159,0.9914864750089067,0.4201523897985865,0.6511570270383581,0.7272727272727273
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.27208813895672,1.0146709061923196,0.38171967467807955,0.6103291720642761,0.7454545454545455
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.256327919097353,1.0046646756145294,0.39694483350683085,0.6279005955884124,0.7727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.2126496807838476,0.9432753166477792,0.438148255249849,0.6679307973823116,0.8
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.2524975077503688,0.9701509651217627,0.40061653087427085,0.6502118310734019,0.7818181818181819
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.2320111276502457,0.9738725238880019,0.42006371638783147,0.6384821796838971,0.7727272727272727
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.252681933964617,1.0032161726134825,0.40044000331730945,0.6321332292266063,0.7545454545454545
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.2728541496188233,1.0089060647188164,0.3809748333372548,0.610850182523008,0.7545454545454545
"Lasso (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.1,1.2553911268226297,1.0030801929248174,0.3978438452811771,0.6290209986102873,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.05,1.2181455287482483,1.010540027726464,0.43304397980886256,0.6695921630609639,0.7727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,2,0.1,1.1683133193946893,0.9523093484071911,0.4784815514058558,0.694211855920117,0.7727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.05,1.2029665792175523,0.9990967130703241,0.44708529010565545,0.6640946849781969,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,3,0.1,1.1774182877205326,0.9546075513326315,0.47032122032489543,0.6696690358154263,0.7909090909090909
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.05,1.2549206823443746,1.0045444618517863,0.39829506395511016,0.6148661126960657,0.7545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,50,5,0.1,1.236174901346851,0.9875602425024979,0.41613712212855614,0.6302290051606214,0.7272727272727273
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.05,1.1722923687940436,0.9661979223345938,0.4749231199284387,0.6875678198932789,0.7545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,2,0.1,1.1583248499272445,0.9217267710995053,0.4873608531591278,0.7018840807283466,0.7727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.05,1.1998649596294388,0.9858117729112655,0.44993278448030216,0.6637995994086496,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,3,0.1,1.1912807624288315,0.9550736644883979,0.4577753246174645,0.6687976112428569,0.7909090909090909
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.05,1.2588461719858504,0.9967566449210185,0.39452481653498717,0.6114080786779335,0.7545454545454545
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,100,5,0.1,1.234825813721843,0.9817810837810332,0.41741081304022465,0.6318335329450349,0.7181818181818181
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.05,1.1720991588689966,0.9491471193195211,0.4750961854659428,0.6899469472977539,0.7727272727272727
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,2,0.1,1.1561200547337307,0.9145922804865123,0.4893105456570763,0.7075829207902286,0.8090909090909091
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.05,1.2086803965095343,0.9747621042844871,0.44182037825735,0.6555510355973981,0.7818181818181819
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,3,0.1,1.2024726718977197,0.9586761879451103,0.4475392221858544,0.66668129442376,0.7909090909090909
"Ridge (alpha=1.0, top-100) + SMOTE",Gradient Boosting,200,5,0.05,1.2617041597241363,0.9962095413097873,0.39177244691500246,0.6122933353865752,0.7454545454545455
